instance_name,opt_value,solver,solution_cost,deviation_%,time_sec,solution_sets
scpb1,69.0,randomized_RE,1875.0,2617.39,0.5341,"61,93,99,112,118,132,196,222,290,413,441,462,514,560,663,689,721,724,745,922,925,1019,1041,1083,1169,1175,1181,1213,1318,1338,1539,1619,1643,1659,1811,1843,1901,2072,2123,2159,2162,2222,2279,2325,2645,2658,2984"
scpb2,76.0,randomized_RE,2020.0,2557.89,0.3963,"76,85,147,210,330,479,534,542,578,605,629,834,873,903,1018,1033,1145,1277,1380,1389,1424,1562,1582,1585,1631,1640,1694,1736,1758,2021,2041,2204,2269,2288,2305,2316,2327,2334,2354,2673,2776,2997"
scpb3,80.0,randomized_RE,2018.0,2422.5,0.495,"26,124,165,180,204,214,282,328,329,463,495,519,721,737,803,809,860,901,906,907,1017,1108,1123,1181,1223,1226,1274,1354,1469,1523,1587,1591,1623,1900,1921,1933,1943,2055,2123,2165,2324,2351,2413,2470,2636,2669,2707"
scpb4,79.0,randomized_RE,2003.0,2435.44,0.4075,"23,85,104,129,135,246,402,419,469,479,487,665,826,858,864,1034,1096,1341,1353,1410,1419,1423,1424,1444,1510,1530,1542,1569,1600,1702,1727,1781,1801,1844,1940,2201,2252,2296,2302,2365,2392,2419,2456,2597,2783"
scpb5,72.0,randomized_RE,1996.0,2672.22,0.4553,"46,105,128,148,157,200,219,246,360,388,434,450,528,552,585,616,671,677,746,877,955,967,1062,1065,1068,1082,1146,1156,1203,1219,1438,1649,1707,1833,1858,1891,1934,2001,2007,2021,2023,2031,2224,2337,2462,2583,2641,2735,2821"
scpc1,227.0,randomized_RE,3942.0,1636.56,1.0485,"17,88,92,161,201,203,212,255,271,286,347,373,397,425,502,503,513,519,525,531,605,665,672,688,705,723,914,989,997,1015,1073,1077,1111,1130,1149,1175,1364,1398,1399,1483,1512,1529,1532,1534,1646,1690,1725,1727,1760,1788,1799,1815,1826,1858,1862,1868,1893,1917,1920,1960,2088,2089,2104,2183,2194,2203,2344,2346,2415,2511,2537,2575,2659,2758,2772,2781,2854,3041,3074,3082,3099,3107,3121,3137,3238,3269,3404,3466,3724,3838,3903,3968"
scpc2,219.0,randomized_RE,3610.0,1548.4,1.1694,"30,94,102,108,167,197,254,298,307,356,357,361,461,492,531,566,578,680,690,700,709,712,722,729,759,761,874,891,893,924,1029,1090,1112,1169,1203,1212,1277,1293,1297,1393,1438,1457,1489,1535,1572,1577,1641,1679,1684,1778,1815,1828,1850,1858,1867,1872,1908,1974,2030,2033,2049,2228,2324,2367,2388,2706,2720,2750,2818,2889,2924,2957,3007,3051,3089,3123,3190,3263,3377,3456,3465,3603,3622,3656,3685,3771,3793"
scpc3,243.0,randomized_RE,3999.0,1545.68,1.0237,"37,132,138,158,201,223,232,286,346,357,363,388,391,459,490,546,562,584,631,645,691,761,781,790,845,989,1029,1102,1107,1191,1212,1223,1346,1372,1373,1374,1378,1468,1505,1526,1537,1541,1612,1634,1672,1702,1709,1767,1770,1778,1840,1854,1951,1955,1972,1983,2045,2075,2138,2184,2199,2261,2350,2407,2470,2511,2639,2687,2830,2952,2969,2970,2971,3025,3028,3031,3169,3183,3190,3201,3223,3340,3491,3495,3525,3732,3737,3830,3953"
scpc4,219.0,randomized_RE,3667.0,1574.43,1.0422,"6,75,131,139,155,178,196,197,207,217,345,465,488,520,546,578,625,635,651,661,715,721,741,813,870,906,914,959,1004,1036,1040,1146,1195,1261,1280,1286,1314,1333,1374,1385,1538,1566,1586,1643,1656,1660,1662,1693,1697,1703,1709,1729,1735,1756,1764,1879,1885,1988,2059,2084,2203,2212,2215,2267,2283,2312,2444,2498,2526,2564,2582,2609,2617,2682,2718,2737,2815,2840,2900,2937,3029,3153,3215,3216,3538,3559,3743,3802,3862"
scpc5,215.0,randomized_RE,3586.0,1567.91,1.0524,"23,123,130,172,176,182,202,307,365,393,395,464,466,530,559,599,611,612,618,756,757,759,839,865,869,920,1013,1027,1028,1086,1105,1141,1149,1174,1195,1216,1223,1227,1370,1405,1421,1427,1462,1525,1538,1544,1549,1629,1673,1742,1743,1756,1781,1931,2031,2067,2087,2088,2091,2138,2147,2155,2195,2222,2249,2259,2312,2328,2346,2420,2421,2436,2506,2549,2866,2881,3005,3171,3174,3180,3336,3394,3513,3538,3546,3777,3925"
scpd1,60.0,randomized_RE,1954.0,3156.67,0.8147,"36,41,79,101,280,281,373,374,386,452,490,543,562,576,735,792,795,931,973,976,1026,1293,1431,1434,1443,1449,1794,1862,1884,1934,1992,2324,2332,2432,2462,2530,2607,2646,2677,2870,2900,2985,3049,3146,3246,3328,3779,3843"
scpd2,66.0,randomized_RE,1784.0,2603.03,0.717,"12,74,91,147,242,256,322,384,492,511,580,638,655,664,700,869,884,898,924,963,1036,1122,1123,1175,1177,1263,1318,1363,1380,1436,1523,1572,1740,1746,1872,1963,2069,2265,2286,2508,2725,2790,2845,3199,3212,3426,3475,3682,3760"
scpd3,72.0,randomized_RE,2283.0,3070.83,0.7414,"23,92,98,111,363,366,388,454,474,498,513,531,568,576,622,676,701,797,868,913,1016,1102,1108,1171,1260,1275,1459,1490,1519,1623,1860,2011,2130,2163,2189,2310,2375,2393,2415,2519,2621,2651,2678,2681,2725,2871,2913,3247,3280,3502,3550,3582,3739,3882"
scpd4,62.0,randomized_RE,2257.0,3540.32,0.8054,"3,103,118,140,192,227,313,331,362,451,504,582,592,690,826,1097,1108,1159,1162,1358,1366,1379,1480,1614,1679,1782,1858,2020,2043,2236,2241,2330,2407,2513,2646,2676,2831,2893,2919,2949,2974,3016,3184,3326,3346,3361,3710,3761,3787,3957"
scpd5,61.0,randomized_RE,1989.0,3160.66,0.8274,"21,87,97,104,223,279,296,319,340,408,416,472,475,480,497,543,891,948,971,1051,1052,1063,1106,1211,1219,1271,1290,1364,1503,1639,1887,1918,1944,2037,2171,2189,2234,2361,2454,2547,2691,2797,2866,2896,3024,3058,3068,3509,3535,3770,3776"
